,gmrt_in_air1,gmrt_on_paper1,max_x_extension1,max_y_extension1,paper_time1,pressure_mean1,pressure_var1,total_time1,air_time2,gmrt_in_air2,max_x_extension2,max_y_extension2,pressure_mean2,pressure_var2,total_time2,gmrt_in_air3,max_x_extension3,max_y_extension3,paper_time3,pressure_mean3,pressure_var3,total_time3,gmrt_in_air4,max_x_extension4,max_y_extension4,paper_time4,pressure_mean4,pressure_var4,total_time4,air_time5,gmrt_in_air5,max_x_extension5,max_y_extension5,pressure_mean5,pressure_var5,total_time5,gmrt_in_air6,max_x_extension6,max_y_extension6,paper_time6,pressure_mean6,pressure_var6,total_time6,gmrt_in_air7,gmrt_on_paper7,max_x_extension7,max_y_extension7,paper_time7,pressure_mean7,pressure_var7,total_time7,gmrt_in_air8,max_x_extension8,max_y_extension8,paper_time8,pressure_mean8,pressure_var8,total_time8,gmrt_in_air9,max_x_extension9,max_y_extension9,paper_time9,pressure_mean9,pressure_var9,total_time9,air_time10,gmrt_in_air10,gmrt_on_paper10,max_x_extension10,max_y_extension10,pressure_mean10,pressure_var10,total_time10,gmrt_in_air11,max_x_extension11,max_y_extension11,paper_time11,pressure_mean11,pressure_var11,total_time11,gmrt_in_air12,max_x_extension12,max_y_extension12,paper_time12,pressure_mean12,pressure_var12,total_time12,gmrt_in_air13,max_x_extension13,max_y_extension13,paper_time13,pressure_mean13,pressure_var13,total_time13,gmrt_in_air14,max_x_extension14,max_y_extension14,paper_time14,pressure_mean14,pressure_var14,total_time14,air_time15,gmrt_in_air15,max_x_extension15,max_y_extension15,pressure_mean15,pressure_var15,total_time15,air_time16,gmrt_in_air16,max_x_extension16,max_y_extension16,pressure_mean16,pressure_var16,total_time16,air_time17,gmrt_in_air17,max_x_extension17,max_y_extension17,pressure_mean17,pressure_var17,total_time17,air_time18,gmrt_in_air18,max_x_extension18,max_y_extension18,pressure_mean18,pressure_var18,total_time18,max_x_extension19,max_y_extension19,paper_time19,pressure_mean19,pressure_var19,total_time19,air_time20,gmrt_in_air20,max_x_extension20,max_y_extension20,pressure_mean20,pressure_var20,total_time20,air_time21,gmrt_in_air21,max_x_extension21,max_y_extension21,pressure_mean21,pressure_var21,total_time21,max_x_extension22,max_y_extension22,paper_time22,pressure_mean22,pressure_var22,total_time22,air_time23,gmrt_in_air23,max_x_extension23,max_y_extension23,pressure_mean23,pressure_var23,total_time23,max_x_extension24,max_y_extension24,paper_time24,pressure_mean24,pressure_var24,total_time24,air_time25,max_x_extension25,max_y_extension25,pressure_mean25,pressure_var25,total_time25,class
153,805.2354239,489.955717,3920,5620,2375,1980.658947,48837.40789,4315,4525,67.54085646,330,5048,2011.005581,40795.20596,14380,99.35815316,4054,292,6615,1681.199546,186668.0781,7805,157.78368,3617,3614,18860,1851.860551,76833.57175,26115,1650,65.43544914,1815,1709,1917.684017,82730.64543,12505,191.3911167,1502,5147,2735,1805.769653,139899.0219,14270,175.4165232,191.552828,12558,958,4805,1918.203954,107628.7347,9475,287.0063409,1177,2442,3880,2023.640464,17727.25347,3975,269.8435163,2085,4349,6010,1982.121464,20864.97859,9120,2030,141.2538735,218.2359265,2972,3883,1817.148094,103046.0206,5440,207.7366064,2663,3388,3035,1874.991763,86180.46616,4110,445.6581355,633,5092,2385,2022.132075,18036.05174,3045,368.9348932,1292,7058,3075,1920.508943,88063.58,4410,465.9240771,7492,6335,7875,1896.313651,104534.2292,12845,7320,275.0869992,2679,6261,1697.282653,225886.5211,12220,2975,345.3731275,1356,3001,1693.795203,287402.0226,5685,5720,584.4445457,12688,13689,2007.677258,32280.77627,17680,2380,170.0155871,1560,4260,1963.254355,72544.23147,5250,6925,10068,24050,1507.079834,262059.5915,90280,5320,217.4482157,1973,16316,1782.400286,145107.2765,12315,629,919.2261578,9397,15638,2043.496519,4648.294292,32229,2136,9010,6535,1717.584545,213145.6078,12180,5625,223.1146961,2032,13481,1704.082096,245301.7068,11350,5151,5583,20075,1766.923039,146737.6043,50585,35970,11401,16912,1753.283364,174096.8602,71825,0
81,285.3104054,306.7419681,2710,5757,3405,1917.525698,81945.2978,6640,610,99.35808322,696,5218,2037.61204,9722.295975,6590,253.7387526,4274,910,8115,1901.2939,122562.4404,12275,109.0000213,4598,4345,24300,2037.26893,11430.98714,29765,1365,87.62002526,2656,2382,1995.016667,41270.46184,11265,271.7416421,1269,3457,2285,1973.772429,62344.88475,12940,231.074244,383.8276221,13212,2186,3050,1842.909836,164155.4591,20125,258.5946386,1199,2002,2840,2040.001761,5796.107391,3425,109.1527299,3090,3158,11800,1595.807203,203266.1022,28630,2980,71.3122601,104.4341368,2128,3397,1966.321023,87978.62327,8260,79.9052861,2676,3245,5170,1975.9294,81527.69424,7995,261.8921116,585,3366,3400,1986.922059,32123.13951,4425,233.4847617,795,4979,7885,2029.849715,15983.53417,18835,243.1668593,5886,4918,8565,1983.589025,60256.9461,14625,44725,94.95054623,2512,2721,1531.927882,305069.15,52490,26980,120.0926385,2849,2392,1827.544964,210436.8217,32540,97250,92.48476343,11966,15256,1874.122581,196397.083,125925,2355,165.5010125,911,3399,1922.395876,137000.6515,4780,7342,10539,25625,1925.246829,98712.68737,61950,2005,399.2586448,1565,15199,1990.808339,57308.10266,10040,1825,820.8123217,8895,16802,2040.771831,8704.720627,30970,1921,7834,4800,1945.045833,99779.68957,6815,9200,157.0064035,1241,9131,1912.713583,115158.1001,14280,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
79,224.3816933,460.7736076,1427,4059,1345,1658.301115,187938.6045,4315,1215,46.64090515,197,4647,2030.618265,19873.3983,16435,395.9901274,4727,764,7325,1885.488055,173768.4055,13575,64.17151613,4337,4786,28740,2030.091162,21422.2864,33760,24610,113.7937177,2249,2122,1970.225424,79154.23619,42310,129.0376711,967,2881,1005,1775.054726,198439.7035,2635,170.7501024,136.8751805,12217,2518,9645,1876.850181,156957.5654,38300,110.676471,975,1677,1335,1859.719101,100963.5878,2325,700.6266253,1586,5233,14355,2038.330547,9566.15232,17760,1200,211.1075116,207.0287819,1965,4060,1916.123404,91873.48264,3550,78.85053005,1882,3714,2400,1902.73125,111154.8799,5010,271.6958497,1034,4098,2745,1942.970856,115207.4454,4425,369.3771307,1591,7511,3920,1953.496173,55983.88519,5570,74.22912869,1949,9755,16490,1344.662826,296598.5655,106095,22720,117.5878781,1744,6361,1856.511471,148653.428,30130,7460,189.3558994,609,1924,1889.072,139935.3788,8710,9350,475.6829372,12596,14678,1918.50816,110209.6923,27120,1200,340.7402396,1698,2895,1955.734082,92524.74202,2535,7342,10539,25625,1925.246829,98712.68737,61950,2005,399.2586448,1565,15199,1990.808339,57308.10266,10040,1825,820.8123217,8895,16802,2040.771831,8704.720627,30970,1032,5822,6375,1933.801569,118578.6485,22395,7815,148.0701966,1162,8686,1954.715164,98432.83485,15135,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
84,142.6394514,104.0937293,1336,6508,7480,1931.085561,132549.6304,10970,2025,85.6130529,180,4875,2035.867527,13498.71272,12480,269.4338434,4909,384,10525,1932.944893,118886.9746,14640,245.9433502,4143,4228,25410,2009.067493,49925.61626,29415,820,113.6710271,2428,2170,2018.009676,40776.03895,15805,149.8938751,2219,5118,5055,2006.804154,45626.74107,12840,184.1734895,137.2628451,12374,608,5305,1692.193214,247817.055,13095,172.1267977,2061,3911,7215,2036.720721,11448.70163,9065,1058.289202,1609,6011,3570,2040.610644,3889.999663,3910,1275,158.3150523,187.8017066,1653,3106,1903.858586,126184.1861,3750,119.9388511,1819,2765,2515,1918.493042,131792.572,4140,313.4017306,865,2712,3760,2021.203457,19118.43068,4330,128.7541084,734,4422,2555,1966.111546,79711.21456,4740,383.2722464,5771,5533,8440,2008.594787,36246.64149,12045,8635,213.8952533,1954,6754,1982.217256,64315.25529,18255,28375,79.07704745,602,2946,1937.983389,84698.38677,34395,16700,296.92549,12137,14255,1958.191185,82962.38055,33830,5875,233.8748289,957,2816,1973.507576,60993.54287,7855,7342,10539,25625,1925.246829,98712.68737,61950,2005,399.2586448,1565,15199,1990.808339,57308.10266,10040,1825,820.8123217,8895,16802,2040.771831,8704.720627,30970,1921,7834,4800,1945.045833,99779.68957,6815,9200,157.0064035,1241,9131,1912.713583,115158.1001,14280,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
39,262.9290738,245.3678102,1057,3197,1880,1898.433511,87124.14452,2570,4610,339.82848,3502,5996,2033.78533,14039.17636,29695,310.4786518,5016,2519,12335,1964.471423,77042.01408,18750,360.5155763,4533,7723,12140,1916.843904,161898.6334,33610,910,66.86476325,2632,2389,1904.334396,68522.01275,19735,156.8878371,1370,9647,12850,1951.666148,103494.7609,23270,324.5192767,372.3059237,12761,1107,2445,1498.034765,155390.3689,6505,280.1881037,2082,3884,7055,2000.550673,54092.60604,8670,243.5106874,1496,4247,8855,2021.275551,29820.97546,9875,2335,185.2133696,164.3169389,1819,3301,1721.97047,203807.2985,6060,127.4158631,1874,3146,2880,1712.210069,152171.4819,5135,220.1003925,520,4566,3455,1601.334298,125724.6538,5540,379.0758043,1177,4726,4620,1874.667749,95113.68723,9145,209.3060457,1876,11729,7070,1971.980905,68469.17432,10320,6595,130.4010396,1911,4454,1426.137856,256894.0904,11165,540,458.1386651,582,2084,1697.276768,57390.07087,3015,26360,278.8549232,12676,13679,1651.204831,190425.2286,47060,1945,273.8013778,861,3220,1465.340633,188727.1443,4000,7470,10050,25990,1128.22778,135207.4776,73370,4480,124.6595567,1360,9577,1518.388441,264471.7967,11920,24320,299.3599107,9296,15461,1853.314288,106677.2162,76215,622,4974,4065,1451.162362,335626.7928,10820,5720,154.1167996,1141,6799,1865.260997,142510.2339,9130,7028,6937,18505,1946.510403,105124.9956,28560,37620,5855,14257,1520.767617,183714.6816,71465,1
100,252.9208697,241.0118677,2076,5683,3070,1811.172638,130578.2178,10840,440,79.41225017,204,5312,1962.072952,103461.3583,4895,99.34733721,4074,495,3175,1634.751181,84686.20266,3635,144.6117002,4308,4267,30870,2025.772433,31526.47154,32555,750,49.96480134,2566,2530,2026.666963,25043.50099,12010,138.7886544,2129,3369,2660,1843.887218,86354.16773,4830,360.9381615,415.2642013,13029,855,2315,1689.88121,172651.0809,4890,144.7420117,1215,1958,2635,1412.726755,145291.4168,7350,150.843717,1473,2965,2910,1963.592784,54643.81871,3960,845,119.054435,172.4311342,2123,2178,1645.989429,109500.243,3210,141.74571,1881,2006,2245,1513.790646,140364.5842,3240,498.9034466,770,4077,3745,1947.515354,38878.47406,4120,208.0116676,615,4142,3720,1637.096774,116064.4476,5045,327.3910499,5203,3298,6765,1662.888396,70307.72812,8510,9665,348.983827,1648,4633,1424.967672,209267.4041,14305,620,369.9014691,567,2848,1134.408847,228758.5339,4350,5425,485.9973527,12207,13257,1503.815648,79708.06978,20315,715,281.4403414,1630,3026,1889.047872,165260.9658,2595,7596,9880,29220,1696.287817,231486.5462,71305,3830,205.8336044,2063,12190,1906.795879,107639.5456,11595,3750,1594.752365,9652,15302,2038.780484,7585.528577,34135,1055,7114,4120,1822.156553,220352.8432,7775,4020,195.8009707,1140,7719,1855.922481,194280.3635,7890,4216,3880,23240,1208.410929,506711.681,42760,29570,6579,15118,1840.851162,144392.4464,63130,0
86,306.833283,208.5369516,1995,6571,4890,1980.184049,60829.915,6810,4295,136.917798,220,5049,1979.134705,20889.50342,11830,421.0622086,4578,2920,7315,1996.054682,57252.63542,13500,302.9067253,4307,4290,43625,2013.726304,40691.91982,54000,775,90.45018084,2276,2347,2036.70481,12935.53001,13665,272.2171114,2175,4817,2545,1984.634578,48212.04721,6110,239.2861515,391.2573872,13263,1211,2900,1919.584483,117490.8739,13355,417.4234528,2035,3348,2695,2023.871985,16727.31756,3400,1058.289202,1609,6011,3570,2040.610644,3889.999663,3910,530,375.1773049,211.3418923,2209,4106,1989.349146,51244.67506,3165,119.9388511,1819,2765,2515,1918.493042,131792.572,4140,1123.136401,786,7505,3750,2041.522667,3698.297486,4100,128.7541084,734,4422,2555,1966.111546,79711.21456,4740,383.2722464,5771,5533,8440,2008.594787,36246.64149,12045,171445,84.54215003,3443,5186,1781.620991,222283.3246,180020,8555,176.7219331,1119,3946,1875.332054,151145.454,11160,9050,567.8819025,12022,14735,1998.47637,41455.54837,26295,595,284.3770951,1221,3691,2013.316176,39303.24562,3315,7342,10539,25625,1925.246829,98712.68737,61950,2005,399.2586448,1565,15199,1990.808339,57308.10266,10040,1825,820.8123217,8895,16802,2040.771831,8704.720627,30970,1921,7834,4800,1945.045833,99779.68957,6815,9200,157.0064035,1241,9131,1912.713583,115158.1001,14280,8864,9529,19815,1853.057785,164783.1385,43100,23255,14304,19388,1929.296214,94373.02807,59175,1
119,247.1644376,134.7160397,1410,9349,6290,2008.517488,33731.87768,8420,2025,177.5652158,560,4723,1842.98078,54488.8487,10870,94.85490463,4100,566,3320,2027.566265,16956.4685,3805,122.353941,4194,4299,62580,1964.756072,34402.06506,71995,575,89.63934495,2523,2592,2015.281763,44992.55999,18835,102.6829603,1709,2413,3235,2002.352396,49547.99946,5055,313.2265703,421.4745983,13192,1508,2545,1842.009823,176676.3201,5030,137.114278,1003,3440,1780,1909.901685,131707.1729,3770,224.45404,1211,3663,3140,2011.187898,38970.48062,6355,930,280.4755058,226.781468,2346,3358,1986.462745,49108.56626,3480,146.7684169,2233,3257,2770,1969.844765,66643.33691,3820,235.476906,511,3803,3770,1863.332891,230090.3627,5100,219.4646656,595,5472,4255,1965.39953,68342.99901,5345,216.1014851,1907,13114,7305,1959.87269,83680.37394,10835,11200,94.40435348,1266,4467,1680.130334,200892.2033,15535,4630,78.52467216,422,1853,1737.91866,230117.3092,6720,8285,415.650876,12486,14629,1940.948896,90220.05606,24135,5500,131.4008572,747,2427,1870.505995,147123.9382,7585,7107,10703,29225,1637.352267,183126.7887,87690,9750,84.77769226,758,9558,1676.202883,177989.189,19115,34600,167.1436403,9571,15592,1613.435174,100485.367,132400,551,4364,7275,1776.529897,155163.2828,16430,4770,80.83829432,528,4759,1861.750189,128874.6765,11395,7668,7547,21815,1750.74215,160837.5074,51290,71605,4034,14814,1692.879556,212677.0599,114405,0
169,241.7364774,176.115957,1839,6439,5835,1470.698372,235194.3615,8765,5230,244.6394435,904,4795,1172.277732,98151.76181,11315,205.5436586,4371,425,4095,1905.194139,54785.46536,5550,91.30240122,4250,4256,32670,1958.559382,53744.84488,36140,1640,92.66076701,2445,2461,2001.583578,29735.74823,20335,407.986542,2056,4929,4420,1849.395928,210910.6306,8005,319.1074055,429.999391,13269,1382,2550,1830.196078,128964.738,7480,193.2028767,1450,2811,3850,1872.737662,210090.4455,4985,292.5643779,1191,4215,6610,2030.503026,18571.47238,7250,1075,351.9852468,239.5124784,2295,2806,1956.751174,85621.53902,3205,388.5461855,2799,2949,2390,1935.232218,102665.4963,3260,333.9369417,822,5993,5950,1835.698319,85020.7821,7190,426.1358751,1047,6270,3405,1887.089574,137008.249,4485,582.1397349,6757,7442,6895,1824.065265,197857.1633,10025,7370,188.1326731,2480,6218,1769.640905,269912.7504,12675,1305,318.3484824,1016,3515,1722.252765,306900.1446,4470,12595,341.2587532,11962,14238,1598.150123,168291.7151,28815,940,356.5485112,1363,3269,1857.774955,171931.0637,3695,7457,9793,36065,1868.644808,166125.7663,9206165,4390,204.7394727,1715,12201,1855.57749,189651.0654,12875,3540,404.3204782,9610,16165,2024.878512,27221.20696,29880,836,6091,4760,1794.951681,231244.0523,7250,2640,249.8199045,924,7537,1825.012733,219916.2457,7745,4347,5279,19755,1787.568464,291428.302,40835,35790,7093,14889,1798.923336,247448.3108,80335,0
146,177.5208492,143.9221311,1384,5942,4180,1570.120813,167358.6325,6235,795,47.46911079,321,4522,1949.716392,50802.68366,12325,516.6526045,0,0,0,0.0,0.0,5870,44.70572803,4094,4263,12350,2036.396761,11760.211,13450,770,98.19211091,2213,2573,2027.365772,24289.16218,8220,193.7373589,2193,6559,2375,1861.231579,160912.0895,7110,600.0563392,556.6385295,13821,1181,1995,1880.318296,153307.3949,4545,50.03605191,1197,1709,1915,1935.699739,110633.8498,4180,452.1198363,2387,5992,3980,2035.227387,13908.71337,4990,1150,199.9728159,297.5140749,3392,3302,1977.056769,65134.61686,3440,202.2485783,2441,3474,2135,1988.17096,58852.35719,3150,251.9405248,996,5564,2920,1930.457192,113393.8406,4415,249.9450591,872,5332,2870,2001.998258,44224.16202,4000,527.0812107,7104,5356,6105,1983.637183,71504.07721,8465,6175,148.2505051,2138,6117,1816.310223,230964.2116,10430,1665,117.0525524,859,3204,1866.779412,164052.8092,3705,7930,476.6542066,12284,14000,1921.586854,114078.4905,20710,1450,113.7659921,891,2784,1920.626761,76811.84661,2870,7108,10321,18630,1854.741814,131533.2189,72320,4100,148.9085348,1560,12897,1856.718609,156410.1829,11865,2010,524.9271748,10274,17015,2030.358878,22051.74482,23215,1244,6806,4770,1923.464361,113871.9762,8115,2320,262.5445081,1348,7192,1917.156815,119506.9308,6465,5371,5830,14480,1819.67645,274389.9316,29630,315320,9505,17920,1868.544191,152825.2606,351300,0
47,105.9936337,85.21519321,1157,6167,5640,1384.904255,108719.5139,10090,4715,321.5563556,1433,5521,1430.493692,279826.3739,13830,225.591259,4340,1222,10530,1593.849478,167454.766,19055,124.2534106,3921,4395,22785,1856.653061,65444.48727,29175,635,64.14296375,2444,2521,1999.603768,38196.58087,16295,153.3539923,1277,5287,5265,1512.982906,122464.4309,10575,230.1577626,224.275069,12689,685,3895,1414.942234,201009.0583,15795,147.8365671,5776,5545,7350,1736.02381,112490.6396,17915,104.9769356,4745,2666,7580,822.4742744,130810.6741,32415,270,629.1820473,460.0384143,4485,4180,2018.334135,14748.88595,2350,180.3823469,3500,2630,1970,1942.436548,77818.2612,2925,596.7841313,556,3717,5220,1691.685824,106779.2538,5595,565.7644238,713,6400,2860,2036.931818,3800.091505,3350,210.328291,1643,10861,9155,950.5587111,94970.2116,19255,3135,136.5095492,1573,3150,1600.27113,168376.5499,15085,2755,94.80113746,522,1872,1180.519928,135472.4054,5515,3460,937.9945009,12191,13713,2007.535973,38836.68038,16595,705,172.5238537,1020,1989,1276.683301,86141.21832,3310,7069,5291,27650,1305.226944,277991.5017,139835,5345,129.9337926,1412,12189,1414.678617,160608.9057,13155,24190,371.5088165,11472,15905,1934.027511,54350.49013,54360,1602,5710,7125,1584.402105,188593.5527,13580,14525,116.2933377,961,8258,1133.08072,165239.0762,22020,6727,8083,15900,1343.531447,231158.2125,51990,50285,8593,16915,1462.454915,182825.9881,92150,1
94,287.5363238,196.7008211,1478,8028,5715,1594.046369,198609.9112,10735,2070,92.40361045,583,5044,1900.36248,94071.02123,8360,580.0900014,4637,126,6990,1396.372675,85262.83035,7920,109.3180126,4183,4306,23710,1995.000844,65886.13496,27230,385,31.49053736,2626,2343,2034.895917,14321.45754,6630,311.0997558,2375,5463,1770,2011.985876,28214.14952,3585,644.4432578,595.2038424,13085,1251,1735,2000.371758,40547.8128,3365,658.1516539,1051,2016,1780,2004.61236,35616.27108,2025,1249.398676,3060,7209,3120,2042.413462,3812.21046,3330,400,588.1321624,416.748611,2950,3947,2024.746518,21675.28672,2195,689.0921733,2403,3468,2085,2023.757794,16489.43534,2350,3312.262523,1537,6604,2640,2041.212121,4674.235308,2810,1105.892636,917,6396,3155,2041.123613,4938.764434,3445,717.9584757,5099,4122,4550,2005.905495,38374.43502,5860,14580,100.0289286,1286,6093,1655.484441,291766.9428,26470,3280,82.4812894,406,1824,1662.14726,271045.4852,6200,13505,260.653341,12059,12838,1792.682786,160098.3437,29945,535,173.8799936,664,2066,1914.466495,59564.91383,2475,7557,10603,28770,1711.526416,205064.2427,62535,7240,445.7545506,1529,13019,1838.563943,121267.8828,15255,2460,449.1898912,9883,15576,2007.115226,43957.20398,33920,801,6116,4505,1751.798002,150057.4642,6950,3370,149.7083403,753,7587,1745.047974,145109.2461,8060,4208,4663,15690,1741.715743,248297.062,36485,26620,5261,18226,1769.976273,110534.1636,63920,0
132,230.195295,154.7372202,1627,6630,3625,1818.846897,145502.8966,5355,7210,330.7178073,335,4941,1951.797188,64502.15912,18945,44.13295361,3902,96,10190,2035.555937,12162.18603,10830,124.8300357,4046,4340,13995,2029.345838,19127.45453,14640,630,212.0353187,2498,2360,2005.787919,51126.73309,8245,807.0071371,2258,5463,1875,1731.410667,155170.0714,3585,380.0770599,559.8160841,13124,1985,1915,1757.866841,169935.4731,6020,376.3864304,2314,4537,2430,1976.343621,59659.7811,3555,573.3521055,1791,7047,4330,1880.547344,187917.2986,9085,830,346.8572034,313.0727544,2918,4418,1787.925408,144030.2136,2975,321.0657652,2606,3650,2025,1760.725926,154264.5101,2720,393.5753531,533,3568,3915,1939.624521,60718.3571,4530,362.1772498,901,6450,2990,1939.734114,88801.26877,3920,506.1431601,7401,6030,6195,1878.523002,108455.2826,8445,8505,122.5203538,1636,4493,1838.025033,179061.2444,12300,1235,145.0113715,762,2766,1896.449495,162669.0555,3215,8000,485.4417849,12792,14164,1750.149075,201217.6952,21785,1680,125.3922813,844,2866,1831.458333,184353.8078,3360,7211,9768,28980,1735.005003,265191.6592,95195,5215,191.0587651,1320,12422,1778.07714,222627.8437,14095,5285,287.6932007,9554,16602,1991.029995,56734.98142,33290,1103,6260,5170,1776.098646,199177.0928,11295,12600,139.2502949,1273,7367,1692.327855,255543.1996,18380,3596,3880,16005,1758.062793,208807.3816,48235,41175,9194,15127,1722.652206,213407.5229,81860,0
162,157.4279498,143.0093865,1129,6272,4790,1779.838205,179518.5135,8690,795,56.12014818,199,4510,2033.696391,17652.87881,14925,111.0802157,4277,200,6745,1971.460341,41478.93041,7460,310.3535695,4197,4457,20045,2021.559242,32857.60892,24460,955,55.29364942,2554,2599,2032.126154,18104.42233,12330,305.1825652,2001,4688,2545,1958.605108,96005.13876,5875,442.9357445,451.854123,13142,1303,2295,1848.625272,159428.609,4840,114.0476425,1272,2357,2780,1289.489209,229356.829,5215,1677.763601,1606,5008,4190,2024.866348,23447.32581,4525,830,277.2733143,293.5652742,2617,3487,1910.149321,127536.4981,3040,185.0019129,2664,3813,1900,1879.694737,154643.9594,3880,322.0189998,1426,7667,5275,1951.018957,101825.6338,7130,213.3496008,749,5848,5205,1813.097022,152248.8234,7040,399.8560025,5251,5086,7180,1944.55571,96945.69119,9750,2625,196.6210064,1183,4229,1974.169591,91316.20144,12030,4485,267.8645501,733,3219,1817.259589,137608.0877,13480,26235,210.0664377,11821,14177,1746.604902,241534.572,55000,5560,154.7446552,935,2839,1228.789474,128126.9959,7175,7248,10030,24090,1484.31922,245929.1285,75715,3065,207.8058789,2294,14416,1825.204878,142234.835,12290,12605,419.5811464,10443,16667,1998.206118,69596.12318,42515,958,6264,6000,1909.7725,125581.6791,10245,11110,172.334648,1281,11137,1871.374405,180579.2342,19510,5477,5075,16655,1670.262083,343236.5116,56745,31420,7558,18190,1859.467194,165986.3399,76915,0
61,284.796943,176.8730316,2180,7266,6740,1751.787834,180295.0158,14560,16850,221.7518335,839,4748,1682.263828,166062.4638,28240,309.5900429,4281,742,9450,1852.333333,204426.9005,13805,213.8688139,4293,4414,66045,1690.224922,215579.2005,396415,11805,338.7797858,2375,2418,1941.929268,117079.073,24105,358.4923852,3520,15040,4240,1745.720519,277048.6801,19365,276.6089844,351.3104855,13238,1209,3115,1788.632424,226252.5728,9370,230.0679361,1455,3071,4640,1809.790948,189566.8615,7905,248.8573313,1336,6346,14830,1935.841875,142176.1331,17235,2115,238.7948661,359.2062334,2808,3803,1954.874187,84005.22495,4420,313.764862,2710,4170,2815,1916.767318,110264.4485,4825,341.0302099,944,5364,6830,2013.133968,22582.04135,7935,256.5142258,1268,9305,3950,1983.373418,66794.60613,5855,555.2378415,5646,5174,7625,1953.137705,86499.9312,10265,10700,120.1797147,2433,6578,1889.620144,169325.3262,14175,15600,302.166282,938,3449,1552.237594,459231.8593,18925,25235,251.7880245,12676,14438,1934.47635,119890.7942,40140,3730,245.8183987,1379,3833,1843.360544,175987.3326,6670,7342,10539,25625,1925.246829,98712.68737,61950,4980,180.5556878,1745,12430,1845.565949,169084.7753,14495,1255,477.1991276,10389,16211,2005.240647,19030.27183,32795,1029,7401,12945,969.973735,387352.6274,31625,5000,125.5487378,935,5080,1532.138798,203431.4747,9575,7243,7026,14860,1911.381225,144897.9061,54990,30965,8773,15263,1256.433143,225547.213,68620,1
73,251.5473549,210.7990336,1940,15783,8105,1743.135719,166768.8058,12620,9630,268.5742256,355,4821,1812.22041,243338.9808,20360,54.60663931,4764,302,3155,2040.14897,7985.312198,3240,151.887536,3914,3867,22415,1980.431408,76568.42598,24620,1860,91.71670929,2560,2381,2014.19071,34366.47361,17145,158.932389,2085,7914,2650,1721.749057,260454.1465,9850,89.73375418,151.4550296,12443,1171,7050,1764.766667,199329.1619,40370,451.7656843,1696,4492,3065,1955.556281,72317.22563,3680,136.4817835,2000,5010,8520,1801.748239,309301.7212,15500,2805,121.9554152,169.1911809,3361,4108,1653.549618,113964.8955,8700,118.8019816,2413,4303,6150,1626.108943,149275.2499,10935,320.8451504,956,3356,3825,2017.244444,19893.12848,4805,234.056912,1008,6331,4980,1891.349398,64291.53254,6620,301.5024133,3845,3296,4660,1815.001073,175908.2157,7455,21390,199.8840718,1506,5502,1597.821214,393500.1422,32185,1660,117.4436223,865,2568,1894.60994,97934.84936,4980,29570,200.7829111,12058,14017,1819.206089,123165.6308,64385,985,212.093887,1296,2344,1951.836224,65069.49341,3580,7342,10539,25625,1925.246829,98712.68737,61950,3690,181.9781462,1708,14635,1960.026818,57992.40512,12080,860,648.9035111,9623,15764,1895.766328,55129.57704,22985,815,5441,3815,1986.737877,59894.53417,7085,13630,233.0668596,1313,7716,1935.277326,93489.4013,27170,7051,8291,27005,1907.360489,176724.4305,104230,90270,6040,16776,1792.763223,161309.8317,147180,1
